Site Name,Site Score,Site EPA ID,SEMS ID,Region ID,State,City,County,Status,Latitude,Longitude,Proposed Date,Listing Date,Construction Completion Date,Construction Completion Number,NOID Date,Deletion Date,Site Listing Narrative,Site Progress Profile,Proposed FR Notice,Listing FR Notice,NOID FR Notice,Deletion FR Notice,Restoration FR Notice Jumper Page,Site has had a Partial Deletion,x,y
Novak Sanitary Landfill,42.31,PAD079160842,301109,3,Pennsylvania,South Whitehall Township,Lehigh,NPL Site,40.6332,-75.5611,1/22/1987,10/4/1989,9/17/2002,824,,,"<a href=""https://semspub.epa.gov/src/document/03/900356"" target=""_blank"">PAD079160842 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0301109"" target=""_blank"">Novak Sanitary Landfill</a>","<a href=""https://semspub.epa.gov/src/document/11/189645"" target=""_blank"">01/22/1987 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189633"" target=""_blank"">10/04/1989 (PDF)</a>",,,,"<a href=""https://www.epa.gov/superfund/partially-deleted-national-priorities-list-npl-sites-site-name"" target=""_blank"">Yes</a>",-8411423.176,4958388.367
Aladdin Plating,35.57,PAD075993378,301099,3,Pennsylvania,Scott Township,Lackawanna,Deleted NPL Site,41.491939,-75.662781,1/22/1987,7/22/1987,9/26/1996,399,9/17/2001,11/16/2001,"<a href=""https://semspub.epa.gov/src/document/03/900357"" target=""_blank"">PAD075993378 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0301099"" target=""_blank"">Aladdin Plating</a>","<a href=""https://semspub.epa.gov/src/document/11/189645"" target=""_blank"">01/22/1987 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189629"" target=""_blank"">07/22/1987 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2001-09-17/pdf/01-22998.pdf"" target=""_blank"">09/17/2001 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2001-11-16/pdf/01-28630.pdf"" target=""_blank"">11/16/2001 (PDF)</a>",,No,-8422742.253,5085175.594
Commodore Semiconductor Group,42.35,PAD093730174,301146,3,Pennsylvania,Lower Providence Township,Montgomery,NPL Site,40.1241,-75.4194,1/22/1987,10/4/1989,8/24/2000,705,,,"<a href=""https://semspub.epa.gov/src/document/03/900358"" target=""_blank"">PAD093730174 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0301146"" target=""_blank"">Commodore Semiconductor Group</a>","<a href=""https://semspub.epa.gov/src/document/11/189645"" target=""_blank"">01/22/1987 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189633"" target=""_blank"">10/04/1989 (PDF)</a>",,,,No,-8395649.204,4883992.575
"River Road Landfill (Waste Management, Inc.)",43.12,PAD000439083,300446,3,Pennsylvania,Hermitage,Mercer,Deleted NPL Site,41.266669,-80.4875,1/22/1987,10/4/1989,12/29/1995,373,9/26/2003,1/29/2004,"<a href=""https://semspub.epa.gov/src/document/03/900359"" target=""_blank"">PAD000439083 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0300446"" target=""_blank"">River Road Landfill (Waste Management, Inc.)</a>","<a href=""https://semspub.epa.gov/src/document/11/189645"" target=""_blank"">01/22/1987 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189633"" target=""_blank"">10/04/1989 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2003-09-26/pdf/03-24410.pdf"" target=""_blank"">09/26/2003 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2004-01-29/pdf/04-1823.pdf"" target=""_blank"">01/29/2004 (PDF)</a>",,No,-8959827.515,5051755.208
Saegertown Industrial Area,33.62,PAD980692487,301442,3,Pennsylvania,Saegertown,Crawford,NPL Site,41.71884,-80.142972,6/24/1988,2/21/1990,3/15/2004,894,,,"<a href=""https://semspub.epa.gov/src/document/03/900360"" target=""_blank"">PAD980692487 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0301442"" target=""_blank"">Saegertown Industrial Area</a>","<a href=""https://semspub.epa.gov/src/document/11/189648"" target=""_blank"">06/24/1988 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189635"" target=""_blank"">02/21/1990 (PDF)</a>",,,,"<a href=""https://www.epa.gov/superfund/partially-deleted-national-priorities-list-npl-sites-site-name"" target=""_blank"">Yes</a>",-8921474.834,5118955.643
Berkley Products Co. Dump,30,PAD980538649,301290,3,Pennsylvania,Denver,Lancaster,Deleted NPL Site,40.25555,-76.155281,6/24/1988,3/31/1989,9/19/2001,776,1/18/2007,3/19/2007,"<a href=""https://semspub.epa.gov/src/document/03/900361"" target=""_blank"">PAD980538649 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0301290"" target=""_blank"">Berkley Products Co. Dump</a>","<a href=""https://semspub.epa.gov/src/document/11/189648"" target=""_blank"">06/24/1988 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189631"" target=""_blank"">03/31/1989 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2007-01-18/pdf/E7-534.pdf"" target=""_blank"">01/18/2007 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2007-01-18/pdf/E7-537.pdf"" target=""_blank"">03/19/2007 (PDF)</a>",,No,-8477567.102,4903147.898
Avco Lycoming (Williamsport Division),42.24,PAD003053709,300699,3,Pennsylvania,Williamsport,Lycoming,NPL Site,41.244031,-77.041111,1/22/1987,2/21/1990,9/27/2002,839,,,"<a href=""https://semspub.epa.gov/src/document/03/900362"" target=""_blank"">PAD003053709 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0300699"" target=""_blank"">Avco Lycoming (Williamsport Division)</a>","<a href=""https://semspub.epa.gov/src/document/11/189645"" target=""_blank"">01/22/1987 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189635"" target=""_blank"">02/21/1990 (PDF)</a>",,,,No,-8576177.247,5048403.088
Bell Landfill,34.79,PAD980705107,301509,3,Pennsylvania,Terry Township,Bradford,NPL Site,41.633061,-76.389169,6/24/1988,10/4/1989,2/23/1999,590,,,"<a href=""https://semspub.epa.gov/src/document/03/900363"" target=""_blank"">PAD980705107 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0301509"" target=""_blank"">Bell Landfill</a>","<a href=""https://semspub.epa.gov/src/document/11/189648"" target=""_blank"">06/24/1988 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189633"" target=""_blank"">10/04/1989 (PDF)</a>",,,,No,-8503603.395,5106171.26
William Dick Lagoons,36.64,PAD980537773,301252,3,Pennsylvania,West Caln Township,Chester,NPL Site,40.041939,-75.898061,1/22/1987,7/22/1987,,0,,,"<a href=""https://semspub.epa.gov/src/document/03/900364"" target=""_blank"">PAD980537773 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0301252"" target=""_blank"">William Dick Lagoons</a>","<a href=""https://semspub.epa.gov/src/document/11/189645"" target=""_blank"">01/22/1987 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189629"" target=""_blank"">07/22/1987 (PDF)</a>",,,,No,-8448933.503,4872038.614
Boarhead Farms,39.92,PAD047726161,300963,3,Pennsylvania,Bridgeton Township,Bucks,NPL Site,40.545831,-75.125,6/24/1988,3/31/1989,11/10/2003,890,,,"<a href=""https://semspub.epa.gov/src/document/03/900172"" target=""_blank"">PAD047726161 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0300963"" target=""_blank"">Boarhead Farms</a>","<a href=""https://semspub.epa.gov/src/document/11/189648"" target=""_blank"">06/24/1988 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189631"" target=""_blank"">03/31/1989 (PDF)</a>",,,,No,-8362876.746,4945580.89
Berks Landfill,46.1,PAD000651810,300473,3,Pennsylvania,Spring Township,Berks,Deleted NPL Site,40.291389,-76.031111,6/24/1988,10/4/1989,12/22/2000,760,9/15/2008,11/14/2008,"<a href=""https://semspub.epa.gov/src/document/03/900174"" target=""_blank"">PAD000651810 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0300473"" target=""_blank"">Berks Landfill</a>","<a href=""https://semspub.epa.gov/src/document/11/189648"" target=""_blank"">06/24/1988 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189633"" target=""_blank"">10/04/1989 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2008-09-15/pdf/E8-21306.pdf"" target=""_blank"">09/15/2008 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2008-09-15/pdf/E8-21305.pdf"" target=""_blank"">11/14/2008 (PDF)</a>",,No,-8463744.561,4908376.925
Strasburg Landfill,30.71,PAD000441337,300449,3,Pennsylvania,Newlin Township,Chester,Deleted NPL Site,39.944439,-75.768061,6/24/1988,3/31/1989,9/27/1999,652,7/3/2019,9/5/2019,"<a href=""https://semspub.epa.gov/src/document/03/900175"" target=""_blank"">PAD000441337 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0300449"" target=""_blank"">Strasburg Landfill</a>","<a href=""https://semspub.epa.gov/src/document/11/189648"" target=""_blank"">06/24/1988 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189631"" target=""_blank"">03/31/1989 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2019-07-03/pdf/2019-14251.pdf"" target=""_blank"">07/03/2019 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2019-09-05/pdf/2019-19175.pdf"" target=""_blank"">09/05/2019 (PDF)</a>",,No,-8434461.969,4857871.588
Westinghouse Electric Corp. (Sharon Plant),41.33,PAD005000575,300811,3,Pennsylvania,Sharon,Mercer,NPL Site,41.2434,-80.5058,6/24/1988,8/30/1990,12/22/2005,970,,,"<a href=""https://semspub.epa.gov/src/document/03/900176"" target=""_blank"">PAD005000575 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0300811"" target=""_blank"">Westinghouse Electric Corp. (Sharon Plant)</a>","<a href=""https://semspub.epa.gov/src/document/11/189648"" target=""_blank"">06/24/1988 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189637"" target=""_blank"">08/30/1990 (PDF)</a>",,,,No,-8961864.662,5048309.67
Recticon/Allied Steel Corp.,32.06,PAD002353969,300596,3,Pennsylvania,East Conventry Township,Chester,Deleted NPL Site,40.203469,-75.589031,6/24/1988,10/4/1989,12/14/1999,674,7/17/2018,9/14/2018,"<a href=""https://semspub.epa.gov/src/document/03/900179"" target=""_blank"">PAD002353969 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0300596"" target=""_blank"">Recticon/Allied Steel Corp.</a>","<a href=""https://semspub.epa.gov/src/document/11/189648"" target=""_blank"">06/24/1988 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189633"" target=""_blank"">10/04/1989 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2018-07-17/pdf/2018-15244.pdf"" target=""_blank"">07/17/2018 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2018-09-14/pdf/2018-20039.pdf"" target=""_blank"">09/14/2018 (PDF)</a>",,No,-8414532.44,4895554.043
Occidental Chemical Corp./Firestone Tire & Rubber Co.,45.91,PAD980229298,301183,3,Pennsylvania,Lower Pottsgrove Township,Montgomery,NPL Site,40.232081,-75.614169,6/24/1988,10/4/1989,9/29/2008,1053,,,"<a href=""https://semspub.epa.gov/src/document/03/900181"" target=""_blank"">PAD980229298 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0301183"" target=""_blank"">Occidental Chemical Corp./Firestone Tire & Rubber Co.</a>","<a href=""https://semspub.epa.gov/src/document/11/189648"" target=""_blank"">06/24/1988 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189633"" target=""_blank"">10/04/1989 (PDF)</a>",,,,No,-8417330.79,4899725.194
North Penn - Area 1,35.57,PAD096834494,301156,3,Pennsylvania,Souderton,Montgomery,NPL Site,40.3108,-75.3252,1/22/1987,3/31/1989,9/24/1998,548,,,"<a href=""https://semspub.epa.gov/src/document/03/900182"" target=""_blank"">PAD096834494 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0301156"" target=""_blank"">North Penn - Area 1</a>","<a href=""https://semspub.epa.gov/src/document/11/189645"" target=""_blank"">01/22/1987 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189631"" target=""_blank"">03/31/1989 (PDF)</a>",,,,No,-8385162.908,4911210.212
North Penn - Area 12,28.9,PAD057152365,301012,3,Pennsylvania,Worcester,Montgomery,NPL Site,40.1807,-75.3537,1/22/1987,2/21/1990,9/20/2000,712,,,"<a href=""https://semspub.epa.gov/src/document/03/900183"" target=""_blank"">PAD057152365 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0301012"" target=""_blank"">North Penn - Area 12</a>","<a href=""https://semspub.epa.gov/src/document/11/189645"" target=""_blank"">01/22/1987 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189635"" target=""_blank"">02/21/1990 (PDF)</a>",,,,No,-8388335.513,4892235.961
North Penn - Area 7,35.57,PAD002498632,300629,3,Pennsylvania,North Wales,Montgomery,NPL Site,40.218061,-75.278889,1/22/1987,3/31/1989,,0,,,"<a href=""https://semspub.epa.gov/src/document/03/900184"" target=""_blank"">PAD002498632 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0300629"" target=""_blank"">North Penn - Area 7</a>","<a href=""https://semspub.epa.gov/src/document/11/189645"" target=""_blank"">01/22/1987 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189631"" target=""_blank"">03/31/1989 (PDF)</a>",,,,No,-8380007.591,4897681.093
North Penn - Area 6,35.57,PAD980926976,301733,3,Pennsylvania,Lansdale,Montgomery,NPL Site,40.248331,-75.295639,1/22/1987,3/31/1989,,0,,,"<a href=""https://semspub.epa.gov/src/document/03/900185"" target=""_blank"">PAD980926976 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0301733"" target=""_blank"">North Penn - Area 6</a>","<a href=""https://semspub.epa.gov/src/document/11/189645"" target=""_blank"">01/22/1987 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189631"" target=""_blank"">03/31/1989 (PDF)</a>",,,,"<a href=""https://www.epa.gov/superfund/partially-deleted-national-priorities-list-npl-sites-site-name"" target=""_blank"">Yes</a>",-8381872.192,4902094.957
North Penn - Area 2,35.57,PAD002342475,300579,3,Pennsylvania,Hatfield,Montgomery,NPL Site,40.293889,-75.297781,1/22/1987,10/4/1989,8/8/2012,1127,,,"<a href=""https://semspub.epa.gov/src/document/03/900186"" target=""_blank"">PAD002342475 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0300579"" target=""_blank"">North Penn - Area 2</a>","<a href=""https://semspub.epa.gov/src/document/11/189645"" target=""_blank"">01/22/1987 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189633"" target=""_blank"">10/04/1989 (PDF)</a>",,,,No,-8382110.639,4908741.787
North Penn - Area 5,35.57,PAD980692693,301452,3,Pennsylvania,Montgomery Township,Montgomery,NPL Site,40.2721,-75.2451,1/22/1987,3/31/1989,,0,,,"<a href=""https://semspub.epa.gov/src/document/03/900187"" target=""_blank"">PAD980692693 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0301452"" target=""_blank"">North Penn - Area 5</a>","<a href=""https://semspub.epa.gov/src/document/11/189645"" target=""_blank"">01/22/1987 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189631"" target=""_blank"">03/31/1989 (PDF)</a>",,,,No,-8376246.217,4905562.253
"AMP, Inc. (Glen Rock Facility)",39.03,PAD041421223,300911,3,Pennsylvania,Glen Rock,York,Deleted NPL Site,39.8218,-76.6944,6/24/1988,10/4/1989,12/14/1995,354,7/26/1996,10/2/1996,"<a href=""https://semspub.epa.gov/src/document/03/900190"" target=""_blank"">PAD041421223 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0300911"" target=""_blank"">AMP, Inc. (Glen Rock Facility)</a>","<a href=""https://semspub.epa.gov/src/document/11/189648"" target=""_blank"">06/24/1988 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189633"" target=""_blank"">10/04/1989 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-1996-07-26/pdf/96-18838.pdf"" target=""_blank"">07/26/1996 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-1996-10-02/pdf/96-24996.pdf"" target=""_blank"">10/02/1996 (PDF)</a>",,No,-8537581.555,4840080.431
Tonolli Corp.,46.58,PAD073613663,301087,3,Pennsylvania,Nesquehoning,Carbon,NPL Site,40.850561,-75.881111,6/24/1988,10/4/1989,12/13/1999,673,,,"<a href=""https://semspub.epa.gov/src/document/03/900191"" target=""_blank"">PAD073613663 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0301087"" target=""_blank"">Tonolli Corp.</a>","<a href=""https://semspub.epa.gov/src/document/11/189648"" target=""_blank"">06/24/1988 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189633"" target=""_blank"">10/04/1989 (PDF)</a>",,,,No,-8447046.637,4990324.371
Butz Landfill,32,PAD981034705,301833,3,Pennsylvania,Stroudsburg,Monroe,NPL Site,41.0335,-75.3438,6/24/1988,3/31/1989,6/20/2001,770,,,"<a href=""https://semspub.epa.gov/src/document/03/900192"" target=""_blank"">PAD981034705 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0301833"" target=""_blank"">Butz Landfill</a>","<a href=""https://semspub.epa.gov/src/document/11/189648"" target=""_blank"">06/24/1988 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189631"" target=""_blank"">03/31/1989 (PDF)</a>",,,,No,-8387233.45,5017284.163
"Jacks Creek/Sitkin Smelting & Refining, Inc.",40.37,PAD980829493,301569,3,Pennsylvania,Maitland,Mifflin,NPL Site,40.641531,-77.475281,6/24/1988,10/4/1989,12/23/2004,928,,,"<a href=""https://semspub.epa.gov/src/document/03/900193"" target=""_blank"">PAD980829493 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0301569"" target=""_blank"">Jacks Creek/Sitkin Smelting & Refining, Inc.</a>","<a href=""https://semspub.epa.gov/src/document/11/189648"" target=""_blank"">06/24/1988 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189633"" target=""_blank"">10/04/1989 (PDF)</a>",,,,No,-8624508.83,4959610.489
Elizabethtown Landfill,28.98,PAD980539712,301361,3,Pennsylvania,Elizabethtown,Lancaster,NPL Site,40.132781,-76.608189,6/24/1988,3/31/1989,,0,,,"<a href=""https://semspub.epa.gov/src/document/03/900194"" target=""_blank"">PAD980539712 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0301361"" target=""_blank"">Elizabethtown Landfill</a>","<a href=""https://semspub.epa.gov/src/document/11/189648"" target=""_blank"">06/24/1988 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189631"" target=""_blank"">03/31/1989 (PDF)</a>",,,,No,-8527984.59,4885256.455
A.I.W. Frank/Mid-County Mustang,42.4,PAD004351003,300773,3,Pennsylvania,Exton,Chester,NPL Site,40.031811,-75.6032,6/24/1988,10/4/1989,11/8/2000,759,,,"<a href=""https://semspub.epa.gov/src/document/03/900195"" target=""_blank"">PAD004351003 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0300773"" target=""_blank"">A.I.W. Frank/Mid-County Mustang</a>","<a href=""https://semspub.epa.gov/src/document/11/189648"" target=""_blank"">06/24/1988 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189633"" target=""_blank"">10/04/1989 (PDF)</a>",,,,No,-8416109.726,4870566.045
Tobyhanna Army Depot,37.93,PA5213820892,302464,3,Pennsylvania,Tobyhanna,Monroe,NPL Site,41.19305,-75.419439,7/14/1989,8/30/1990,9/28/2000,738,,,"<a href=""https://semspub.epa.gov/src/document/03/900196"" target=""_blank"">PA5213820892 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0302464"" target=""_blank"">Tobyhanna Army Depot</a>","<a href=""https://semspub.epa.gov/src/document/11/189650"" target=""_blank"">07/14/1989 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189637"" target=""_blank"">08/30/1990 (PDF)</a>",,,,"<a href=""https://www.epa.gov/superfund/partially-deleted-national-priorities-list-npl-sites-site-name"" target=""_blank"">Yes</a>",-8395653.545,5040858.331
Publicker Industries Inc.,59.06,PAD981939200,303196,3,Pennsylvania,Philadelphia,Philadelphia,Deleted NPL Site,39.90805,-75.135281,5/5/1989,10/4/1989,12/2/1997,500,7/20/2000,11/1/2000,"<a href=""https://semspub.epa.gov/src/document/03/900197"" target=""_blank"">PAD981939200 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0303196"" target=""_blank"">Publicker Industries Inc.</a>","<a href=""https://semspub.epa.gov/src/document/11/189649"" target=""_blank"">05/05/1989 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189633"" target=""_blank"">10/04/1989 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2000-07-20/pdf/00-17752.pdf"" target=""_blank"">07/20/2000 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2000-11-01/pdf/00-27780.pdf"" target=""_blank"">11/01/2000 (PDF)</a>",,No,-8364021.222,4852589.339
Dublin TCE Site,28.9,PAD981740004,302401,3,Pennsylvania,Dublin Borough,Bucks,NPL Site,40.370892,-75.204897,10/26/1989,8/30/1990,,0,,,"<a href=""https://semspub.epa.gov/src/document/03/900198"" target=""_blank"">PAD981740004 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0302401"" target=""_blank"">Dublin TCE Site</a>","<a href=""https://semspub.epa.gov/src/document/11/189651"" target=""_blank"">10/26/1989 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189637"" target=""_blank"">08/30/1990 (PDF)</a>",,,,No,-8371770.839,4919986.582
Ohio River Park,42.24,PAD980508816,301227,3,Pennsylvania,Neville Island,Allegheny,NPL Site,40.518611,-80.1525,10/26/1989,8/30/1990,9/22/1999,647,,,"<a href=""https://semspub.epa.gov/src/document/03/900199"" target=""_blank"">PAD980508816 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0301227"" target=""_blank"">Ohio River Park</a>","<a href=""https://semspub.epa.gov/src/document/11/189651"" target=""_blank"">10/26/1989 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189637"" target=""_blank"">08/30/1990 (PDF)</a>",,,,No,-8922535.486,4941594.108
Crossley Farm,29.66,PAD981740061,302402,3,Pennsylvania,Hereford Township,Berks,NPL Site,40.435417,-75.620611,7/29/1991,10/14/1992,,0,,,"<a href=""https://semspub.epa.gov/src/document/03/900201"" target=""_blank"">PAD981740061 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0302402"" target=""_blank"">Crossley Farm</a>","<a href=""https://semspub.epa.gov/src/document/11/189652"" target=""_blank"">07/29/1991 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189625"" target=""_blank"">10/14/1992 (PDF)</a>",,,,No,-8418047.91,4929419.106
"Rodale Manufacturing Co., Inc.",50,PAD981033285,301744,3,Pennsylvania,Emmaus Borough,Lehigh,NPL Site,40.531111,-75.493333,7/29/1991,10/14/1992,9/29/2003,877,,,"<a href=""https://semspub.epa.gov/src/document/03/900202"" target=""_blank"">PAD981033285 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0301744"" target=""_blank"">Rodale Manufacturing Co., Inc.</a>","<a href=""https://semspub.epa.gov/src/document/11/189652"" target=""_blank"">07/29/1991 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189625"" target=""_blank"">10/14/1992 (PDF)</a>",,,,No,-8403879.388,4943424.722
"Crater Resources, Inc./Keystone Coke Co./Alan Wood Steel Co.",50,PAD980419097,301193,3,Pennsylvania,Upper Merion Township,Montgomery,NPL Site,40.081667,-75.3425,2/7/1992,10/14/1992,,0,,,"<a href=""https://semspub.epa.gov/src/document/03/900203"" target=""_blank"">PAD980419097 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0301193"" target=""_blank"">Crater Resources, Inc./Keystone Coke Co./Alan Wood Steel Co.</a>","<a href=""https://semspub.epa.gov/src/document/11/189653"" target=""_blank"">02/07/1992 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189625"" target=""_blank"">10/14/1992 (PDF)</a>",,,,No,-8387088.735,4877817.012
Foote Mineral Co.,50,PAD077087989,301103,3,Pennsylvania,East Whiteland Township,Chester,NPL Site,40.04,-75.585278,2/7/1992,10/14/1992,10/28/2010,1099,,,"<a href=""https://semspub.epa.gov/src/document/03/900204"" target=""_blank"">PAD077087989 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0301103"" target=""_blank"">Foote Mineral Co.</a>","<a href=""https://semspub.epa.gov/src/document/11/189653"" target=""_blank"">02/07/1992 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189625"" target=""_blank"">10/14/1992 (PDF)</a>",,,,No,-8414114.658,4871756.674
"Metropolitan Mirror and Glass Co., Inc.",34.33,PAD982366957,303257,3,Pennsylvania,Frackville,Schuylkill,Deleted NPL Site,40.775,-76.221667,2/7/1992,10/14/1992,9/30/1998,582,6/17/2005,8/16/2005,"<a href=""https://semspub.epa.gov/src/document/03/900205"" target=""_blank"">PAD982366957 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0303257"" target=""_blank"">Metropolitan Mirror and Glass Co., Inc.</a>","<a href=""https://semspub.epa.gov/src/document/11/189653"" target=""_blank"">02/07/1992 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189625"" target=""_blank"">10/14/1992 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2005-06-17/pdf/05-11828.pdf"" target=""_blank"">06/17/2005 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2005-06-17/pdf/05-11827.pdf"" target=""_blank"">08/16/2005 (PDF)</a>",,No,-8484957.158,4979210.647
